Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,Predict
60590,952.177,359.0646751,216.0327705,1.662084295,0.798756672,61579,277.7509388,0.798339812,0.98393933,0.839799174,0.773540139,0.005926138,0.001308829,0.598364347,0.994531984,BARBUNYA,CALI
38162,713.931,266.6876881,182.6415198,1.46017011,0.728682463,38435,220.4299605,0.821748493,0.992897099,0.940867595,0.826547195,0.006988305,0.002011973,0.683180265,0.997559403,DERMASON,DERMASON
38552,714.493,234.9970849,209.0326346,1.124212424,0.456912575,38959,221.5534494,0.801663548,0.98955312,0.948988218,0.942792331,0.006095587,0.002970705,0.888857379,0.999264509,SEKER,SEKER
73871,1055.692,373.4753637,252.6569329,1.478191631,0.736440543,74889,306.6846563,0.768536918,0.986406548,0.832931681,0.821164355,0.005055778,0.001418039,0.674310899,0.996760727,BARBUNYA,CALI
73227,1070.181,397.3118861,235.1378813,1.689697482,0.806068744,74236,305.3449069,0.794908815,0.986408212,0.803464391,0.768526987,0.005425757,0.001167553,0.59063373,0.997992327,BARBUNYA,CALI
35570,710.53,263.2603831,173.378732,1.518412207,0.752508363,36054,212.8124306,0.789286824,0.986575692,0.885378334,0.808372411,0.007401192,0.001949518,0.653465955,0.992230682,SIRA,DERMASON
63529,967.428,368.4339133,221.9855911,1.659719946,0.798110362,65036,284.4075158,0.775689866,0.976828218,0.852991252,0.771936311,0.00579946,0.001270262,0.595885668,0.989003329,CALI,CALI
32601,666.726,240.7172415,173.3194823,1.3888643,0.693960837,32973,203.7372877,0.771037321,0.988718042,0.921607505,0.846375966,0.007383738,0.002337272,0.716352275,0.994916101,DERMASON,DERMASON
70966,1038.128,361.0201192,251.0130273,1.43825252,0.718731052,72074,300.5939413,0.764398582,0.984626911,0.827481668,0.832623794,0.005087227,0.00150819,0.693262382,0.997086368,BARBUNYA,CALI
46783,807.981,310.6508661,192.2887576,1.615543571,0.78540146,47287,244.0613972,0.774578628,0.98934168,0.900524712,0.785645314,0.006640251,0.001560524,0.61723856,0.997175787,SIRA,SIRA
30839,651.896,235.4711585,167.5562216,1.405326262,0.702606569,31190,198.1550764,0.792552235,0.988746393,0.911913234,0.841525891,0.007635499,0.002362039,0.708165825,0.995204032,DERMASON,DERMASON
43016,798.253,309.9445226,177.5463546,1.745710428,0.819672318,43531,234.0292124,0.726719827,0.988169351,0.848318169,0.75506807,0.007205331,0.001444702,0.57012779,0.995278028,SIRA,SIRA
70057,1009.313,384.7634657,233.6409592,1.646815126,0.794524037,70989,298.6625902,0.785559704,0.986871205,0.864190854,0.77622388,0.005492149,0.001229901,0.602523512,0.992244833,CALI,CALI
60276,973.071,332.8602516,231.652791,1.436892904,0.718094032,61313,277.0302994,0.798992577,0.983086784,0.799954395,0.832272096,0.005522268,0.001634401,0.692676842,0.99530244,BARBUNYA,CALI
78761,1082.774,415.0856329,242.1995472,1.713816718,0.812118192,79766,316.6727329,0.745101935,0.987400647,0.844200195,0.762909404,0.005270193,0.001101281,0.582030759,0.997494045,BARBUNYA,CALI
30136,638.327,230.3926265,167.3832636,1.376437653,0.687152604,30491,195.8835034,0.778687889,0.98835722,0.92941364,0.850216026,0.007645096,0.002464222,0.722867292,0.994981758,DERMASON,DERMASON
26251,612.657,231.5699431,144.7921865,1.599326239,0.780413869,26632,182.821802,0.685941991,0.985693902,0.878862464,0.789488478,0.008821376,0.002113972,0.623292057,0.996847342,DERMASON,DERMASON
75351,1095.258,408.4086836,236.0432439,1.730228228,0.816066202,76285,309.7416229,0.794305532,0.98775644,0.789343462,0.758410963,0.005420083,0.001106125,0.575187188,0.995205109,BARBUNYA,CALI
67960,1003.526,352.4252564,246.5565136,1.429389357,0.714535246,68906,294.1587317,0.71730893,0.986271152,0.848019768,0.834669838,0.005185775,0.001552574,0.696673739,0.995818028,BARBUNYA,CALI
47710,826.816,313.4754762,194.8388596,1.608896074,0.783379107,48176,246.4675611,0.807275804,0.990327134,0.877003923,0.786241923,0.006570435,0.001548812,0.618176361,0.99458152,SIRA,SIRA
76545,1087.242,423.8147902,230.933358,1.835225512,0.83850613,77800,312.1860358,0.801938188,0.983868895,0.813718612,0.736609583,0.005536806,0.001005515,0.542593678,0.99578176,BARBUNYA,CALI
37838,702.47,242.0141714,199.3740179,1.213870162,0.566864078,38142,219.4922274,0.777887422,0.992029783,0.963568232,0.906939565,0.006396061,0.002669352,0.822539375,0.998456005,SEKER,SEKER
39198,717.099,238.3108727,210.1234219,1.134147115,0.471773403,39556,223.4019778,0.797680098,0.99094954,0.957889778,0.9374393,0.006079669,0.002896225,0.878792442,0.996679913,SEKER,SEKER
27740,628.02,226.9172302,156.0404649,1.454220419,0.726038868,28178,187.935268,0.781804859,0.984455959,0.883831288,0.828210656,0.008180145,0.002374127,0.68593289,0.997497615,DERMASON,DERMASON
31220,671.127,258.0112672,154.6042127,1.668850174,0.800588174,31589,199.3753711,0.717701149,0.988318719,0.871030456,0.772739009,0.008264294,0.001817678,0.597125577,0.996513123,DERMASON,DERMASON
26244,597.483,210.7375234,159.4130671,1.321958904,0.654047862,26661,182.7974251,0.701504905,0.984359176,0.923823036,0.867417544,0.008029932,0.00280417,0.752413196,0.994659324,DERMASON,DERMASON
72026,1090.037,402.3616319,229.4060673,1.753927595,0.821541332,73422,302.8305656,0.808545032,0.980986625,0.761757399,0.75263281,0.005586339,0.001105706,0.566456146,0.993523066,BARBUNYA,CALI
51042,847.843,322.4119955,202.3656557,1.593214987,0.778486231,51578,254.9287996,0.775655345,0.989607972,0.892291322,0.790692664,0.006316602,0.00152298,0.625194889,0.996069866,SIRA,SIRA
72924,1041.775,389.4012176,238.9101238,1.629906725,0.789669826,73829,304.7125212,0.725467569,0.987741944,0.844369396,0.782515584,0.005339823,0.001235033,0.612330639,0.998041827,BARBUNYA,CALI
57995,929.11,324.5696765,229.3523842,1.415157194,0.707577968,58998,271.7379756,0.746002753,0.982999424,0.844240433,0.837225395,0.005596511,0.00169616,0.700946362,0.991949287,BARBUNYA,CALI
71540,1024.667,404.2473611,228.2414437,1.77113917,0.825358945,73026,301.8071521,0.806993796,0.979651083,0.856235639,0.746590284,0.005650648,0.001082947,0.557397052,0.987227752,CALI,CALI
36728,714.376,274.9892243,170.602728,1.611868858,0.784287248,37034,216.2487965,0.679971859,0.991737322,0.90438517,0.786390074,0.007487182,0.001766242,0.618409349,0.996794771,DERMASON,DERMASON
29440,645.115,245.7222954,152.7833896,1.60830504,0.783197829,29760,193.6082958,0.793787748,0.989247312,0.888941926,0.787915055,0.008346545,0.001984285,0.620810133,0.998452066,DERMASON,DERMASON
35270,692.507,253.1412461,177.9248772,1.422742283,0.71132032,35706,211.9130924,0.730984456,0.987789167,0.924202179,0.837133797,0.00717724,0.002174286,0.700792994,0.997047824,DERMASON,DERMASON
45653,777.821,266.987536,218.420544,1.222355421,0.575086426,46020,241.0958418,0.748495729,0.992025206,0.948243462,0.903022835,0.005848193,0.002398813,0.815450241,0.996770023,SEKER,SEKER
37492,701.925,242.9843493,196.9110602,1.233980199,0.585896659,37814,218.4863772,0.771440329,0.991484635,0.956240318,0.899178807,0.006480965,0.002613387,0.808522526,0.997700788,SEKER,SEKER
34412,667.199,233.9589857,187.3982909,1.248458481,0.598680683,34677,209.319658,0.787459954,0.992358047,0.971424393,0.894685269,0.006798762,0.002687143,0.80046173,0.999343236,SEKER,SEKER
70675,1041.369,365.7678528,248.6908337,1.470773359,0.733291481,71996,299.9770072,0.761419953,0.981651758,0.818966978,0.820129503,0.00517535,0.001444273,0.672612401,0.9892604,BARBUNYA,CALI
28122,625.434,232.0299677,155.040053,1.496580808,0.743990873,28491,189.2248464,0.719545582,0.987048542,0.903427059,0.815518996,0.008250834,0.002251199,0.665071233,0.995332843,DERMASON,DERMASON
28117,627.741,225.9123035,158.631502,1.424132663,0.711997722,28470,189.2080238,0.769338113,0.987600983,0.896639475,0.837528638,0.008034723,0.002438649,0.70145422,0.998963866,DERMASON,DERMASON
28083,620.77,227.9197659,157.158599,1.45025323,0.724252599,28386,189.0935909,0.736796537,0.989325724,0.91578162,0.829649812,0.008115934,0.002371906,0.688318811,0.998236579,DERMASON,DERMASON
51639,918.781,376.864103,174.8460507,2.155405293,0.885861457,52345,256.415321,0.610483881,0.986512561,0.768712028,0.680392001,0.007298052,0.000964769,0.462933274,0.99780883,HOROZ,HOROZ
50189,883.41,367.1287652,174.3932592,2.105177499,0.879975362,50787,252.7896745,0.642715363,0.988225333,0.808153363,0.688558616,0.007314925,0.001014269,0.474112968,0.998091952,HOROZ,HOROZ
55607,898.497,311.4197591,228.7198652,1.361577224,0.678671061,56424,266.084632,0.75650636,0.985520346,0.865577715,0.854424371,0.00560037,0.001841158,0.730041006,0.994007207,BARBUNYA,SEKER
64530,1004.942,371.617998,221.6379579,1.676689325,0.802677421,65642,286.6394038,0.697923426,0.983059626,0.802951908,0.771328099,0.005758841,0.001257394,0.594947036,0.997541344,BARBUNYA,CALI
53009,903.591,375.4326141,180.6114155,2.078675997,0.876679193,53622,259.7944476,0.763246559,0.988568125,0.815860078,0.691986892,0.007082432,0.001001737,0.478845858,0.995365391,HOROZ,HOROZ
55559,934.184,369.2990243,192.668844,1.916755281,0.853119833,56331,265.9697649,0.652009107,0.98629529,0.800017404,0.720201645,0.00664697,0.001103113,0.51869041,0.994202583,HOROZ,HOROZ
30419,655.222,247.9135627,156.7288142,1.581799517,0.774812284,30763,196.8011019,0.758673151,0.988817736,0.890385041,0.79382951,0.008149958,0.001996384,0.63016529,0.996795152,DERMASON,DERMASON
35414,697.42,258.9546893,174.6907701,1.482360454,0.738183696,35770,212.3452501,0.701267327,0.990047526,0.914947241,0.820009287,0.007312212,0.002039406,0.672415231,0.996761747,DERMASON,DERMASON
45720,811.304,301.1397475,194.6512175,1.547073537,0.763014231,46396,241.2726922,0.733503393,0.985429778,0.872868561,0.801198428,0.006586609,0.001674179,0.64191892,0.993095775,SIRA,SIRA
57433,975.96,340.4333752,217.3321384,1.566419848,0.769706062,58982,270.4181332,0.698392432,0.973737751,0.757717521,0.794334965,0.005927487,0.001455677,0.630968037,0.988360856,BARBUNYA,CALI
69135,1014.976,384.5559637,230.1083012,1.671195527,0.801216901,69901,296.6907749,0.814330137,0.989041645,0.843327544,0.77151521,0.005562392,0.00121568,0.595235718,0.99475527,CALI,CALI
54338,925.712,379.4359707,185.8539827,2.041581059,0.871825578,55387,263.0309685,0.782066782,0.981060538,0.796822752,0.693215691,0.006982884,0.000994691,0.480547994,0.981077682,HOROZ,HOROZ
25319,590.337,220.5364099,146.8189422,1.502097799,0.746187706,25664,179.5470747,0.711847728,0.986557045,0.912969786,0.814138014,0.008710313,0.002360509,0.662820705,0.995621523,DERMASON,DERMASON
80987,1094.035,425.6211603,244.0051867,1.744311939,0.819351167,81826,321.1165692,0.761356372,0.989746535,0.850281527,0.754465706,0.005255426,0.001050378,0.569218502,0.992894628,CALI,CALI
46445,803.64,303.2764856,196.0293208,1.547097568,0.763022737,46953,243.1781459,0.709571461,0.98918067,0.903703036,0.801836468,0.006529798,0.001665033,0.642941721,0.994693573,SIRA,SIRA
51662,866.739,340.4138263,193.8320429,1.756230916,0.822059771,52217,256.4724183,0.774171312,0.989371278,0.86418038,0.753413635,0.00658925,0.001309633,0.567632106,0.996893053,SIRA,SIRA
50456,853.739,325.7942312,198.0276559,1.645195615,0.794066834,51168,253.4611893,0.700777778,0.986085053,0.869906228,0.777979366,0.006456997,0.001459092,0.605251893,0.995757761,SIRA,SIRA
75806,1051.147,404.4348241,240.6036419,1.6809173,0.803789902,76774,310.6753884,0.742861063,0.987391565,0.86215735,0.768171705,0.005335129,0.00114593,0.590087768,0.991888738,CALI,CALI
69343,1042.187,404.9235883,220.6554619,1.835094336,0.838480818,70228,297.1367526,0.755567904,0.987398189,0.802271173,0.733809442,0.00583943,0.00104444,0.538476298,0.988154804,CALI,CALI
34130,666.585,235.5413478,184.7780345,1.274725908,0.620151121,34392,208.4602256,0.795515465,0.992381949,0.965239485,0.885026037,0.006901299,0.002611769,0.783271086,0.998455947,SEKER,SEKER
47301,882.93,358.6190044,168.9438553,2.122711143,0.882082129,48105,245.4088501,0.727931671,0.983286561,0.762478566,0.684316356,0.007581637,0.001025582,0.468288874,0.994042012,HOROZ,HOROZ
66483,1030.876,375.3199022,226.1009494,1.65996606,0.798177792,67668,290.9446419,0.701519468,0.98248803,0.786153975,0.775191084,0.005645351,0.001257494,0.600921217,0.997508825,BARBUNYA,CALI
44436,772.915,270.33186,209.5352252,1.290149948,0.631834039,44893,237.8606155,0.783703704,0.989820239,0.934719603,0.879883768,0.006083623,0.002249279,0.774195445,0.998828213,SEKER,SEKER
63320,993.072,341.4139113,236.5976849,1.44301459,0.720943653,64491,283.9393033,0.739762837,0.981842428,0.806843484,0.8316571,0.005391881,0.001591099,0.691653532,0.998066138,BARBUNYA,CALI
72773,1074.004,396.0606386,234.9417906,1.685781987,0.805057696,73831,304.3968814,0.747117704,0.985669976,0.792808586,0.768561305,0.005442412,0.001171346,0.59068648,0.995768628,BARBUNYA,CALI
38104,704.491,250.5443019,193.8348637,1.29256573,0.63360703,38377,220.2623881,0.764910168,0.992886364,0.964782759,0.879135492,0.006575276,0.002422797,0.772879213,0.998997184,SEKER,SEKER
50580,871.252,348.5164796,186.6664568,1.867054668,0.844469936,51298,253.7724496,0.793486446,0.986003353,0.837338602,0.728150502,0.006890401,0.001194838,0.530203154,0.989918273,HOROZ,HOROZ
28237,615.544,221.3797909,162.7226031,1.36047351,0.678025696,28558,189.6113526,0.738550467,0.988759717,0.936505243,0.85649802,0.007840061,0.002602583,0.733588858,0.998028209,DERMASON,DERMASON
43334,751.813,263.4882989,209.768898,1.256088493,0.605135819,43677,234.8926615,0.781637807,0.992146897,0.963427372,0.891472838,0.006080406,0.002368889,0.79472382,0.998243445,SEKER,SEKER
73222,1061.6,402.9536876,232.4006331,1.733875172,0.816925796,74190,305.3344821,0.696053082,0.986952419,0.816450072,0.757740881,0.005503178,0.001119119,0.574171242,0.995541261,BARBUNYA,CALI
32780,663.22,240.4066233,173.8647827,1.382721788,0.690626845,33109,204.295845,0.750440695,0.990063125,0.93649095,0.849792914,0.007333942,0.002359227,0.722147997,0.998529769,DERMASON,DERMASON
27077,618.338,225.0890419,153.539085,1.466004841,0.731234666,27539,185.675812,0.755496652,0.983223792,0.889935508,0.824899384,0.008312924,0.00237431,0.680458993,0.997556178,DERMASON,DERMASON
59678,971.509,347.2440928,219.3204196,1.583272974,0.775291957,60638,275.6526611,0.764230557,0.984168343,0.794566897,0.793829663,0.005818628,0.001425311,0.630165533,0.997724058,BARBUNYA,CALI
29819,659.388,251.4298096,151.7986598,1.65633748,0.797180007,30224,194.8505324,0.789865438,0.986600053,0.861828517,0.774969892,0.008431866,0.001876043,0.600578334,0.994760404,DERMASON,DERMASON
36069,713.066,256.7620265,179.5398325,1.430111763,0.714881083,36537,214.29997,0.708569071,0.987191067,0.89142438,0.834624858,0.007118634,0.002130795,0.696598654,0.99621393,DERMASON,DERMASON
71892,1066.553,363.4297866,253.4136732,1.434136454,0.71679524,73244,302.5487355,0.719207683,0.98154115,0.79419207,0.832481945,0.005055219,0.00149768,0.693026188,0.99389412,BARBUNYA,CALI
31751,661.724,247.7817013,163.8593816,1.512160604,0.750116754,32145,201.0637431,0.731724742,0.987743039,0.911199556,0.811455172,0.007803902,0.002087131,0.658459496,0.995696509,DERMASON,DERMASON
67808,1032.304,364.4004204,238.5087834,1.527828096,0.756041313,68798,293.8295885,0.749027925,0.985610047,0.799605143,0.806337128,0.005374003,0.001401343,0.650179564,0.993362606,BARBUNYA,CALI
48212,818.737,301.8526946,204.513536,1.475954602,0.735497337,48763,247.760822,0.788666961,0.988700449,0.903807992,0.820800432,0.006260945,0.001752952,0.673713349,0.994370317,SIRA,SIRA
57208,929.814,345.440275,212.4109238,1.626283003,0.788605771,58161,269.8879172,0.799787499,0.98361445,0.831523384,0.781286772,0.006038321,0.001387835,0.61040902,0.992697813,BARBUNYA,CALI
70583,1033.049,403.1133886,224.2776295,1.797385631,0.830938931,71255,299.7816986,0.769129345,0.990569083,0.831128422,0.743665944,0.005711197,0.001077503,0.553039036,0.994024416,CALI,CALI
58225,950.191,390.115627,190.8250632,2.044362624,0.872199671,58981,272.2762797,0.786824324,0.987182313,0.810396462,0.697937383,0.00670014,0.000980685,0.48711659,0.995842951,HOROZ,HOROZ
33657,687.144,260.1653166,165.5826681,1.571211043,0.771316527,34070,207.0106842,0.765941468,0.987877898,0.895756049,0.795689014,0.007729902,0.001911293,0.633121006,0.994766716,DERMASON,DERMASON
48054,832.676,317.0237722,193.5884903,1.637616842,0.791905661,48596,247.3545089,0.69142446,0.988846819,0.870938148,0.780239624,0.00659724,0.001508183,0.608773871,0.996938345,SIRA,SIRA
80050,1078.541,403.0061294,253.685414,1.588605837,0.777014443,80805,319.2535443,0.807998224,0.990656519,0.864764558,0.792180369,0.00503443,0.001223,0.627549737,0.996929175,BARBUNYA,CALI
32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,0.990166005,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659,0.998658083,SEKER,SEKER
77583,1084.672,384.862785,257.3128981,1.495699546,0.7436371,78675,314.2956309,0.725698732,0.986120114,0.828666103,0.816643342,0.004960659,0.001360971,0.666906348,0.997491522,BARBUNYA,CALI
47705,824.388,311.9041796,195.5944153,1.594647675,0.778940555,48235,246.4546459,0.795799553,0.989012128,0.882085009,0.790161409,0.006538186,0.001572173,0.624355052,0.995626332,SIRA,SIRA
84955,1107.358,428.8777881,254.2604493,1.686765635,0.805312473,86008,328.8891387,0.799501223,0.987756953,0.87060812,0.766859809,0.005048294,0.001076932,0.588073967,0.991942957,CALI,CALI
31080,655.899,241.5093017,164.6145312,1.467120186,0.731718067,31500,198.9278388,0.787413544,0.986666667,0.907855934,0.823686034,0.00777057,0.002206375,0.678458682,0.995380428,DERMASON,DERMASON
64746,1018.798,374.7807347,220.6077122,1.698855997,0.808401548,65891,287.1187343,0.799037394,0.982622816,0.783874685,0.766097901,0.005788477,0.001229932,0.586905994,0.997068768,BARBUNYA,CALI
38148,700.346,240.6779695,202.0961522,1.190908223,0.543057876,38456,220.3895237,0.774295689,0.991990847,0.977363988,0.915702937,0.006309059,0.002736294,0.83851187,0.998590681,SEKER,SEKER
55474,927.591,381.2375019,186.0637386,2.04896185,0.872814534,56164,265.7662328,0.720067497,0.98771455,0.810188909,0.697114611,0.006872364,0.001001158,0.485968781,0.995731492,HOROZ,HOROZ
56778,908.906,315.9444788,229.5528208,1.376347621,0.687102354,57545,268.8717071,0.759226573,0.986671301,0.863678311,0.851009355,0.005564558,0.001800312,0.724216922,0.996774238,BARBUNYA,SEKER
75799,1096.146,409.7062235,236.3038694,1.733810896,0.816910701,77029,310.661044,0.796877628,0.984031988,0.792750516,0.758253173,0.005405167,0.001102163,0.574947874,0.996850889,BARBUNYA,CALI
34623,675.213,228.1943707,193.5033005,1.179278959,0.53003497,34965,209.9604076,0.759576148,0.99021879,0.954317679,0.920094597,0.006590832,0.002913734,0.846574068,0.998346985,SEKER,SEKER
28881,625.016,238.0328966,154.7716816,1.537961559,0.759753415,29126,191.7613916,0.698114576,0.991588272,0.929051567,0.80560878,0.008241851,0.002141417,0.649005507,0.998145521,DERMASON,DERMASON
67822,1034.662,353.3819208,245.8604981,1.437326954,0.718297654,68887,293.8599197,0.77528578,0.984539899,0.796129027,0.831564668,0.005210432,0.001536872,0.691499797,0.993911297,BARBUNYA,CALI
21602,558.343,208.5232304,132.1875207,1.577480455,0.77339676,21932,165.8448692,0.745282042,0.984953493,0.870766423,0.795330424,0.009652959,0.002382487,0.632550483,0.997836024,DERMASON,DERMASON
55798,928.865,387.4074008,183.8069017,2.107686911,0.880280422,56297,266.5412165,0.766866865,0.991136295,0.812686974,0.688012712,0.006943034,0.000959654,0.473361492,0.997697821,HOROZ,HOROZ
60294,973.818,348.1459097,221.5746204,1.571235501,0.771324702,61644,277.0716606,0.751083761,0.978100058,0.798966123,0.795849249,0.005774139,0.001428862,0.633376027,0.995182898,BARBUNYA,CALI
69900,1039.311,387.1043686,230.419673,1.67999704,0.803548606,70979,298.3277462,0.742771526,0.984798321,0.81319742,0.770664892,0.005537974,0.001205016,0.593924375,0.997791192,BARBUNYA,CALI
30120,634.91,233.6502309,164.7017924,1.418625915,0.709299276,30433,195.8314967,0.813394545,0.989715112,0.938945742,0.838139538,0.007757312,0.002361328,0.702477886,0.996553333,DERMASON,DERMASON
31953,662.338,245.4183625,166.1746785,1.47686979,0.735883875,32346,201.7023133,0.716370729,0.987850121,0.915297253,0.821871319,0.007680605,0.002161675,0.675472465,0.997584877,DERMASON,DERMASON
83546,1120.191,438.0143099,244.91133,1.788460787,0.82907324,84546,326.150381,0.789473187,0.988172119,0.836664549,0.744611246,0.005242792,0.00099417,0.554445907,0.991604764,CALI,CALI
68551,1025.494,355.9750129,245.6283703,1.449242254,0.72379434,69684,295.4350081,0.727810337,0.983740887,0.819138637,0.82993187,0.005192849,0.001519691,0.688786909,0.998219092,BARBUNYA,CALI
39285,727.629,245.869882,203.6568336,1.207275384,0.560267949,39709,223.6497608,0.755771451,0.98932232,0.932430824,0.909626502,0.00625862,0.002643083,0.827420374,0.99892425,SEKER,SEKER
47114,818.382,315.0707499,190.7427445,1.65180988,0.795924003,47544,244.9232694,0.777612729,0.990955746,0.883990717,0.777359591,0.006687412,0.001506349,0.604287934,0.99816878,SIRA,SIRA
34414,707.737,276.4939671,160.5266301,1.722418062,0.81420382,34773,209.3257406,0.634195784,0.989675898,0.863378475,0.757071638,0.008034346,0.001628089,0.573157465,0.987216771,HOROZ,DERMASON
61206,1003.509,359.4550303,219.1963153,1.639877157,0.79255397,62918,279.1592728,0.719089243,0.972789981,0.763767753,0.776618072,0.005872872,0.001317833,0.60313563,0.989068343,BARBUNYA,CALI
34653,697.633,258.9204543,170.6879204,1.516923129,0.751942072,35094,210.0513507,0.747863432,0.987433749,0.894739625,0.811258235,0.007471805,0.001996373,0.658139924,0.998347673,DERMASON,DERMASON
62650,963.789,349.1235041,229.698731,1.519919168,0.75307933,63464,282.4331027,0.746010955,0.987173831,0.84755328,0.808977624,0.005572602,0.001472258,0.654444795,0.994703189,BARBUNYA,CALI
27560,616.807,232.9078308,150.9626635,1.542817445,0.761500072,27868,187.3245362,0.797038579,0.988947897,0.910312465,0.804286123,0.008450937,0.002181358,0.646876167,0.998011836,DERMASON,DERMASON
47077,815.953,308.3538348,195.2793366,1.57903975,0.77390944,47670,244.8270778,0.748334896,0.98756031,0.888563269,0.793980973,0.006549989,0.001605686,0.630405786,0.995435794,SIRA,SIRA
81887,1101.864,418.6523267,252.0367097,1.661076782,0.798481663,83140,322.8959068,0.774674803,0.984929035,0.847556847,0.771274602,0.005112562,0.001115975,0.594864512,0.988115629,CALI,CALI
33835,676.56,246.3710243,175.5086285,1.403754484,0.701798728,34242,207.5573656,0.79368989,0.988114012,0.928888122,0.842458508,0.007281543,0.002262545,0.709736338,0.996295567,DERMASON,DERMASON
46151,786.415,274.7575357,214.4113065,1.281450779,0.625323644,46749,242.407257,0.730468503,0.987208283,0.937750712,0.882258812,0.005953447,0.002225012,0.778380611,0.99745644,SEKER,SEKER
25623,586.152,212.7174707,153.8165733,1.382929461,0.690740554,25883,180.6217508,0.721733987,0.989954797,0.937172073,0.849115732,0.008301818,0.002662076,0.720997526,0.997088719,DERMASON,DERMASON
65482,1011.661,357.0747308,234.2268649,1.52448239,0.75479535,66602,288.7460335,0.793894425,0.983183688,0.804010616,0.808643146,0.005453021,0.001438284,0.653903737,0.996864731,BARBUNYA,CALI
62792,983.751,373.5219751,215.3814719,1.734234481,0.817010144,63919,282.7529973,0.711008447,0.98236831,0.815349495,0.756991599,0.00594856,0.001204913,0.573036281,0.993779278,BARBUNYA,CALI
54358,958.816,390.4237882,183.0547591,2.132825118,0.883271595,56614,263.0793705,0.720546129,0.960151199,0.743023908,0.67383028,0.007182453,0.000913387,0.454047246,0.968403371,HOROZ,HOROZ
50253,872.982,354.0748474,181.3556334,1.952378543,0.858868738,50859,252.9507993,0.641604106,0.988084705,0.828631196,0.714399233,0.007045845,0.001132079,0.510366264,0.996428142,HOROZ,HOROZ
64033,1005.371,354.1202439,230.9060098,1.533612071,0.758171341,65141,285.5334442,0.768703481,0.982990743,0.796087868,0.806317767,0.005530277,0.001441955,0.650148341,0.997075343,BARBUNYA,CALI
33338,670.674,244.7223855,173.8789605,1.40742954,0.703681911,33679,206.0273281,0.719732297,0.989874996,0.931379051,0.841881824,0.007340644,0.00227467,0.708765005,0.997536805,DERMASON,DERMASON
46563,852.78,352.41319,168.93977,2.086028588,0.877607539,47203,243.486864,0.690927707,0.98644154,0.804594028,0.690913027,0.007568524,0.00106386,0.477360811,0.995788299,HOROZ,HOROZ
75402,1086.551,448.2857526,217.1653723,2.064259821,0.874827179,76439,309.8464267,0.78433453,0.986433627,0.802587697,0.691180625,0.005945277,0.000836986,0.477730657,0.9861602,HOROZ,HOROZ
69034,990.33,386.0383345,229.1118279,1.684934113,0.804837664,69937,296.4739765,0.761544402,0.98708838,0.884530946,0.767991026,0.005592003,0.001199974,0.589810216,0.993791352,CALI,CALI
43461,791.981,292.4053984,190.7683132,1.532777606,0.757865894,44072,235.2366125,0.697899605,0.986136322,0.870723074,0.804487926,0.006727995,0.001738375,0.647200823,0.992014928,SIRA,SIRA
53679,949.603,354.3971294,195.9801606,1.808331661,0.833183972,54804,261.4311105,0.715386153,0.979472301,0.748049134,0.737678409,0.006602156,0.001205963,0.544169435,0.984038818,HOROZ,HOROZ
44697,791.572,302.6031455,188.521111,1.605141959,0.782223543,45147,238.5581437,0.800505051,0.99003256,0.896411443,0.788353153,0.0067701,0.001613088,0.621500693,0.997596841,SIRA,SIRA
21348,530.825,191.9944944,141.8595366,1.353412672,0.673844773,21590,164.86697,0.725974291,0.988791107,0.952060005,0.858706759,0.008993559,0.003016413,0.737377298,0.997975778,DERMASON,DERMASON
48563,875.414,352.9331426,176.5345295,1.999230086,0.865914205,49298,248.6610786,0.680497169,0.985090673,0.796321417,0.70455576,0.007267532,0.001104659,0.496398819,0.992415454,HOROZ,HOROZ
69923,1015.485,376.5109885,236.7004154,1.590664671,0.777673793,70617,298.3768233,0.774632752,0.990172338,0.852084944,0.792478394,0.005384652,0.001310048,0.628022004,0.998972415,CALI,CALI
77636,1070.451,403.5258333,245.6507674,1.642680939,0.793353712,78613,314.4029664,0.699549468,0.98757203,0.851411341,0.779139625,0.005197664,0.001181542,0.607058555,0.997203518,BARBUNYA,CALI
27460,619.329,235.5165158,148.8726706,1.581999671,0.774877538,27790,186.9843788,0.780490578,0.988125225,0.89963753,0.79393319,0.008576712,0.002102018,0.630329911,0.997181711,DERMASON,DERMASON
79501,1079.209,424.2389352,241.8912688,1.753841456,0.821521897,80911,318.1569063,0.770179416,0.982573445,0.857770959,0.749947447,0.005336272,0.001041216,0.562421173,0.986397569,CALI,CALI
29850,632.695,225.9155814,168.5936421,1.340000599,0.665645243,30231,194.95179,0.747801689,0.987397043,0.937055674,0.862940877,0.007568361,0.002588843,0.744666957,0.997854169,DERMASON,DERMASON
60237,963.531,358.724155,215.0536853,1.668067927,0.800377774,61280,276.9406623,0.77934327,0.982979765,0.815345755,0.772015652,0.005955213,0.001304913,0.596008167,0.994182107,BARBUNYA,CALI
53749,877.19,340.096155,202.3696457,1.68056901,0.803698634,54241,261.6015143,0.82179989,0.990929371,0.877794607,0.769198682,0.006327488,0.00136636,0.591666613,0.994336574,SIRA,SIRA
